"Saison","Championnat","Joueur","Équipe","Place","Âge","Valeur.marchande","Contrat.expiration","Pays.de.naissance","Passeport.pays","Pied","Prêté","Taille","Poids","Matchs.joués","Minutes.jouées","Expected.Goal","Buts.par.90.min","G.XG","Taux.de.conversion.but.tir","Buts.de.la.tête.sur.90.min","Touches.de.balle.dans.la.surface.de.réparation.sur.90.min","Buts.hors.penalty.par.90","penalty.par.90.min","Tirs.cadrés","Dribbles.par.90.min","Dribbles.réussis","PCT_Dribbles.réussis","Efficacité.Buts","Duels.offensifs.par.90.min","Duels.offensifs.réussis","PCT_Duels.offensifs.réussis","Centres","Centres.réussis","PCT_Centres.réussis","Courses.progressives.par.90.min","Possession.ajustée","Duels.aériens.par.90.min","Duels.aériens.réussis","PCT_Duels.aériens.réussis","PAdj.Sliding.tackles","Succ..déf..sur.90","Duels.defensifs.par.90.min","Duels.defensifs.réussis","PCT_Duels.defensifs.réussis","Tacles.glissés.sur.90.min","Fautes.par.90.min","Cartons.jaunes.par.90.min","Cartons.rouges.par.90.min","Tirs.bloqués.par.90","Interceptions..sur.90.min","PAdj.Interceptions","Longueur.moyenne.de.passe.longue.en.m","Passes.par.90.min","Passes.réussies","PCT_Passes.réussies","Passes.avant.par.90","Passes.avant.réussies","PCT_Passes.avant.réussies","PCT_Passes.avant","Passes.arrière.par.90","Passes.arrière.réussies","PCT_Passes.arrière.réussies","PCT_Passes.arrière","Passes.latérales.par.90","Passes.latérales.réussies","PCT_Passes.latérales.réussies","PCT_Passes.latérales","PCT_Passes.longues.réussies","Passe.moyenne.longueur..m","Lng.passes.par.90","Passes.décisives.par.90.min","Passes.quasi.décisives.par.90","Réalisations.en.profondeur.par.90","Expected.Pass.D","Secondes.passes.décisives.par.90","Troisièmes.passes.décisives.par.90","Passes.judicieuses.par.90","Passes.judicieuses.réussies","PCT_Passes.judicieuses.réussies","Passes.der.tiers","Passes.der.tiers.réussies","PCT_Passes.der.tiers.réussies","Passes.surface.réparation","Passes.surface.réparation.réussies","PCT_Passes.surface.réparation.réussies","PCT_Passes.surface.réparation","Passes.profondeur","Passes.profondeur.réussies","PCT_Passes.profondeur.réussies","PCT_Passes.profondeur","Passes.progressives.par.90","Passes.progressives.réussies","PCT_Passes.progressives.réussies","PCT_Passes.progressives","milieu_def","Poste","note","vingtile_Expected.Goal","vingtile_Buts.par.90.min","vingtile_G.XG","vingtile_Taux.de.conversion.but.tir","vingtile_Buts.de.la.tête.sur.90.min","vingtile_Touches.de.balle.dans.la.surface.de.réparation.sur.90.min","vingtile_Buts.hors.penalty.par.90","vingtile_penalty.par.90.min","vingtile_Tirs.cadrés","vingtile_Dribbles.par.90.min","vingtile_Dribbles.réussis","vingtile_PCT_Dribbles.réussis","vingtile_Efficacité.Buts","vingtile_Duels.offensifs.par.90.min","vingtile_Duels.offensifs.réussis","vingtile_PCT_Duels.offensifs.réussis","vingtile_Centres","vingtile_Centres.réussis","vingtile_PCT_Centres.réussis","vingtile_Courses.progressives.par.90.min","vingtile_Possession.ajustée","vingtile_Duels.aériens.par.90.min","vingtile_Duels.aériens.réussis","vingtile_PCT_Duels.aériens.réussis","vingtile_PAdj.Sliding.tackles","vingtile_Succ..déf..sur.90","vingtile_Duels.defensifs.par.90.min","vingtile_Duels.defensifs.réussis","vingtile_PCT_Duels.defensifs.réussis","vingtile_Tacles.glissés.sur.90.min","vingtile_Fautes.par.90.min","vingtile_Cartons.jaunes.par.90.min","vingtile_Cartons.rouges.par.90.min","vingtile_Tirs.bloqués.par.90","vingtile_Interceptions..sur.90.min","vingtile_PAdj.Interceptions","vingtile_Longueur.moyenne.de.passe.longue.en.m","vingtile_Passes.par.90.min","vingtile_Passes.réussies","vingtile_PCT_Passes.réussies","vingtile_Passes.avant.par.90","vingtile_Passes.avant.réussies","vingtile_PCT_Passes.avant.réussies","vingtile_PCT_Passes.avant","vingtile_Passes.arrière.par.90","vingtile_Passes.arrière.réussies","vingtile_PCT_Passes.arrière.réussies","vingtile_PCT_Passes.arrière","vingtile_Passes.latérales.par.90","vingtile_Passes.latérales.réussies","vingtile_PCT_Passes.latérales.réussies","vingtile_PCT_Passes.latérales","vingtile_PCT_Passes.longues.réussies","vingtile_Passe.moyenne.longueur..m","vingtile_Lng.passes.par.90","vingtile_Passes.décisives.par.90.min","vingtile_Passes.quasi.décisives.par.90","vingtile_Réalisations.en.profondeur.par.90","vingtile_Expected.Pass.D","vingtile_Secondes.passes.décisives.par.90","vingtile_Troisièmes.passes.décisives.par.90","vingtile_Passes.judicieuses.par.90","vingtile_Passes.judicieuses.réussies","vingtile_PCT_Passes.judicieuses.réussies","vingtile_Passes.der.tiers","vingtile_Passes.der.tiers.réussies","vingtile_PCT_Passes.der.tiers.réussies","vingtile_Passes.surface.réparation","vingtile_Passes.surface.réparation.réussies","vingtile_PCT_Passes.surface.réparation.réussies","vingtile_PCT_Passes.surface.réparation","vingtile_Passes.profondeur","vingtile_Passes.profondeur.réussies","vingtile_PCT_Passes.profondeur.réussies","vingtile_PCT_Passes.profondeur","vingtile_Passes.progressives.par.90","vingtile_Passes.progressives.réussies","vingtile_PCT_Passes.progressives.réussies","vingtile_PCT_Passes.progressives","vingtile_note"
"2025/2026","National 1 - J13","Dylan Tavares","Sochaux","LB",29,600000,"","Switzerland","Switzerland, Cape Verde Islands","gauche","non",172,60,11,1067,0.0109653233364574,0,0,0,0,0.34,0,0,0,1.6,0.84208,52.63,0,4.13,1.85437,44.9,2.36,0.674252,28.57,2.02,1.375,1.86,0.676296,36.36,0.11,8.77,6.24,3.626064,58.11,0.08,0.67,0.17,0,0.17,5.06,6.38,38.6,37.54,28.260112,75.28,16.36,10.962836,67.01,0.435801811401172,7.68,7.004928,91.21,0.204581779435269,8.1,6.075,75,0.215769845498135,52.56,21.88,6.58,0.08,0.59,0.67,0.08,0,0.08,0,0,0,6.33,3.713811,58.67,3.37,1.1795,35,0.0897709110282365,0.67,0.003953,0.59,0.0178476291955248,8.94,6.32505,70.75,0.238145977623868,FALSE,"D.Latéral",6.8004468570344,2,3,3,3,7,2,3,9,1,9,9,9,3,7,8,12,15,14,8,15,12,5,5,7,4,13,12,11,7,4,3,10,8,10,16,15,18,12,11,6,16,15,8,18,16,16,6,12,6,6,5,0,10,18,18,11,17,11,11,6,18,2,4,4,16,14,5,17,14,5,15,11,13,13,10,17,17,9,18,6
"2025/2026","National 1 - J13","A. Goncalves","Châteauroux","LB, LWB",29,0,"","France","France","","non",0,0,13,1036,0.0651544401544401,0.09,1.38133333333333,14.286,0,1.39,0.09,0,0.174277,0.87,0.522,60,1.33333333333333,4.69,1.563177,33.33,1.82,0.780052,42.86,1.04,1.64705882352941,2.17,1.2152,56,0.28,7.47,7.12,4.601656,64.63,0.17,1.39,0.26,0,0.17,2.69,4.31,22.42,36.57,28.403919,77.67,13.47,9.03837,67.1,0.368334700574241,7.21,6.514956,90.36,0.197156138911676,8.77,7.467655,85.15,0.239814055236533,33.33,15.73,2.35,0.09,0.17,0.69,0.09,0.09,0,0,0,0,4.95,3.0393,61.4,2,1.2174,60.87,0.0546896363139185,0.69,0.005382,0.78,0.0188679245283019,6.43,3.910083,60.81,0.175827180749248,FALSE,"D.Latéral",6.7771454706994,8,10,15,14,7,10,10,9,7,5,6,13,15,8,6,4,13,15,16,8,19,7,10,16,9,10,15,15,13,8,14,15,8,10,7,9,6,12,11,8,12,12,9,14,15,15,5,12,7,8,11,1,1,3,8,12,7,12,12,17,7,2,4,4,12,11,6,12,14,18,9,12,15,15,10,12,9,3,12,5
"2025/2026","Ligue 2 - J14","J. Evan's","Rodez ","LB",26,400000,"","France","France","gauche","non",176,71,13,1010,0.0543564356435644,0,0,0,0,1.6,0,0,0.446375,3.48,2.052156,58.97,0,6.86,3.29623,48.05,6.59,2.671586,40.54,1.43,1.16666666666667,1.43,0.53625,37.5,0.21,7.31,6.77,3.563051,52.63,0.18,0.8,0.18,0,0.18,3.56,4.29,37.49,29.14,19.87348,68.2,8.64,5.076864,58.76,0.296499656829101,5.61,5.075928,90.48,0.192518874399451,11.94,7.752642,64.93,0.40974605353466,43.24,21.39,3.3,0.36,0.89,0.45,0.27,0,0,0.45,0.18,40,4.63,2.760406,59.62,6.5,2.8496,43.84,0.223061084420041,0.45,0.01161,2.58,0.015442690459849,8.2,6.68464,81.52,0.28140013726836,FALSE,"D.Latéral",7.1899254954298,7,3,3,3,7,11,3,9,12,14,15,13,3,11,13,15,20,20,15,12,4,3,4,7,7,10,14,10,3,8,5,11,8,11,10,9,17,7,6,1,7,6,3,9,11,11,5,11,11,9,1,16,4,17,11,19,19,8,19,6,7,15,15,12,11,10,5,20,20,9,20,8,18,20,9,16,17,17,19,17
"2025/2026","Ligue 2 - J14","A. Abdallah","Guingamp","LB",28,700000,"","France","France, Comoros","gauche","non",170,68,12,947,0.00570221752903907,0,0,0,0,0.57,0,0,0.19,0.76,0.57,75,0,2.76,1.237308,44.83,2.95,1.04666,35.48,1.52,1.3125,1.33,0.665,50,0.63,7.79,4.94,3.419962,69.23,0.48,0.67,0.19,0,0.1,3.9,5.15,34.36,48.66,37.920738,77.93,21.19,14.633814,69.06,0.435470612412659,7.6,7.22,95,0.156185778873818,11.97,9.595152,80.16,0.245992601726264,37.25,19.07,4.85,0,0.38,0.19,0.05,0,0,0.38,0.095,25,7.32,4.372968,59.74,3.33,1.046619,31.43,0.0684340320591862,0.19,0.001995,1.05,0.00390464447184546,9.41,6.463729,68.69,0.193382655158241,FALSE,"D.Latéral",6.7079343304788,1,3,3,3,7,5,3,9,7,5,6,19,3,5,5,12,17,17,12,12,9,2,5,13,15,11,7,9,17,15,3,12,8,7,12,11,13,17,16,8,19,18,10,18,16,16,13,8,11,11,8,2,2,12,15,4,13,3,8,6,7,14,11,9,17,16,5,17,13,3,12,3,10,17,2,18,17,7,14,3
"2025/2026","Ligue 2 - J14","M. Xantippe","Grenoble","LB",23,350000,"","France","France, Guadeloupe","gauche","non",183,70,12,937,0.0826040554962647,0.19,2.30012919896641,25,0,0.86,0.19,0,0.385,3.94,2.21034,56.1,2.32558139534884,6.72,3.071712,45.71,2.79,0.865737,31.03,2.5,1.10344827586207,2.11,0.863201,40.91,0.64,10.28,8.36,4.996772,59.77,0.58,1.82,0.29,0,0.29,4.71,5.25,28.35,29.1,20.84142,71.62,10.28,6.340704,61.68,0.353264604810997,6.34,5.475224,86.36,0.21786941580756,7.49,5.665436,75.64,0.257388316151203,48.57,18.68,3.36,0.1,0.38,0.48,0.1,0,0.1,0.29,0.096657,33.33,2.88,1.920096,66.67,2.79,1.347012,48.28,0.0958762886597938,0.48,0.004128,0.86,0.0164948453608247,7.49,5.185327,69.23,0.257388316151203,FALSE,"D.Latéral",7.1033863877833,9,14,18,18,7,7,15,9,11,15,16,11,19,11,13,13,17,16,10,17,3,7,7,9,15,17,18,17,9,17,17,16,8,14,15,12,9,7,6,3,9,8,5,13,13,12,2,14,5,5,6,2,7,11,11,13,13,8,13,6,18,12,11,11,6,6,10,15,15,11,16,8,13,16,9,14,14,7,19,16
"2025/2026","Ligue 2 - J14","F. Abner","Dunkerque","LB",29,600000,"","Brazil","Brazil, Spain","gauche","non",180,73,12,876,0.00308219178082192,0,0,0,0,0.1,0,0,0,0.72,0.411408,57.14,0,3.18,2.154132,60,0.82,0.1025,25,2.05,1.56862745098039,1.54,0.821282,53.33,0.8,5.34,3.29,1.645,50,0.51,1.03,0.1,0,0.31,3.18,4.97,30.34,49.93,44.692343,89.51,17.88,14.797488,82.76,0.35810134187863,7.19,6.881549,95.71,0.14400160224314,18.39,17.054886,92.74,0.368315641898658,61.29,18.6,3.18,0,0.1,0.1,0.03,0,0,0,0,0,8.73,6.984,80,1.03,0.309,30,0.0206288804326056,0.1,1e-04,0.1,0.00200280392549569,8.32,6.573632,79.01,0.166633286601242,FALSE,"D.Latéral",6.6374888356004,1,3,3,3,7,0,3,9,1,5,5,12,3,5,9,19,8,5,3,15,18,3,7,14,17,5,2,2,2,16,9,5,8,14,9,11,10,18,18,18,17,18,19,13,15,16,14,7,17,17,16,14,16,10,10,4,5,1,6,6,7,2,4,4,19,19,18,6,4,3,4,1,4,5,1,16,17,16,11,2
"2025/2026","National 1 - J13","A. Wahib","Valenciennes","LB",25,350000,"","Morocco","Morocco","gauche","non",177,70,11,854,0.0137002341920375,0,0,0,0,0.11,0,0,0.106,2,1.4736,73.68,0,4.53,2.212452,48.84,3.16,0.737228,25,1.69,0,2.32,0.843552,36.36,0,8.33,8.01,5.375511,67.11,0,0.74,0.32,0,0.32,2.95,3.85,31.94,47.95,38.99294,81.32,17.6,12.33056,70.06,0.367049009384776,7.59,7.273497,95.83,0.158289885297185,15.7,13.80344,87.92,0.327424400417101,31.11,19.29,4.74,0,0.11,0.21,0.04,0,0,0,0,0,6.11,3.581682,58.62,2.95,0.842815,28.57,0.0615224191866528,0.21,0.001113,0.53,0.00437956204379562,7.38,5.166,70,0.153910323253389,FALSE,"D.Latéral",6.7749867228528,2,3,3,3,7,0,3,9,4,10,13,18,3,8,9,15,17,15,3,13,1,8,7,7,1,12,17,18,15,1,4,17,8,15,8,8,11,17,16,12,17,16,11,14,16,17,15,8,15,15,13,10,1,12,14,4,5,3,7,6,7,2,4,4,15,13,5,16,11,3,11,3,8,13,3,14,13,8,9,5
"2025/2026","National 1 - J13","N. Vitré","Bourg-en-Bresse","LB, LCB",27,0,"","France","France","","non",182,78,9,792,0.00340909090909091,0,0,0,0,0.45,0,0,0.11,0.11,0.11,75,0,1.36,0.906712,60,1.48,0.341584,25,0.45,1.26470588235294,3.18,1.476474,46.43,0.43,6.7,5.68,3.2944,58,0.34,1.02,0.34,0,0.45,3.07,3.91,40,47.05,37.164795,78.99,19.77,13.408014,67.82,0.4201912858661,6.02,6.02,100,0.127948990435707,15.57,13.29678,85.4,0.330924548352816,41.82,21.89,6.25,0,0.34,0.23,0.06,0,0,0.11,0,0,7.27,4.430338,60.94,1.36,0.453288,33.33,0.0289054197662062,0.23,0.000782,0.34,0.0048884165781084,11.25,7.38675,65.66,0.239107332624867,FALSE,"D.Latéral",6.7590297663204,1,3,3,3,7,3,3,9,4,1,1,19,3,2,3,19,12,10,3,3,7,12,12,11,12,8,10,9,7,13,9,18,8,17,9,8,19,17,16,9,18,17,9,17,12,14,19,6,15,14,11,10,4,18,17,4,12,4,9,6,7,7,4,4,17,16,6,8,6,4,5,4,7,10,3,19,18,5,18,5
"2025/2026","Ligue 2 - J14","K. Boto","Clermont","LB",29,600000,"","France","France, Madagascar","gauche","non",183,71,10,790,0,0,NA,0,0,0.34,0,0,0,1.03,0.572268,55.56,0,2.28,1.482,60,2.51,0.798682,31.82,1.59,0,0.91,0.34125,37.5,0,5.81,5.47,2.848776,52.08,0,0.34,0,0,0.11,2.96,3.94,24.92,41.24,33.495128,81.22,16.41,12.876927,78.47,0.397914645974782,5.58,5.352336,95.92,0.135305528612997,11.16,9.22374,82.65,0.270611057225994,56.25,17.2,3.65,0,0.11,0.11,0.03,0,0,0.23,0.115,50,4.33,3.760172,86.84,2.16,0.909576,42.11,0.052376333656644,0.11,0.000627,0.57,0.00266731328806984,8.66,5.811726,67.11,0.209990300678952,FALSE,"D.Latéral",6.5075514351258,0,3,20,3,7,2,3,9,1,6,6,10,3,4,6,19,16,15,10,13,1,1,2,7,1,6,9,6,3,1,1,1,8,8,8,8,7,14,14,12,16,17,17,16,11,12,15,6,10,10,10,4,13,6,12,4,5,2,6,6,7,11,12,15,10,14,20,12,11,8,9,2,6,13,2,17,15,6,16,1
"2025/2026","National 1 - J13","J. Obiang","Orléans","LB, LWB",32,400000,"2026-06-30","France","France, Gabon","gauche","non",170,64,11,750,0,0,NA,0,0,0.12,0,0,0,0.24,0.12,50,0,1.92,0.72,37.5,2.88,0.36,25,0.96,1.25,1.8,0.72,40,0.15,7.68,6.48,3.47976,53.7,0.12,1.56,0.24,0,0.48,4.08,5.13,38.2,39.84,30.959664,77.71,14.16,9.60048,67.8,0.355421686746988,6.24,5.99976,96.15,0.156626506024096,14.76,11.759292,79.67,0.370481927710843,51.22,21.07,4.92,0,0.12,0.24,0.01,0,0,0,0,0,5.04,3.360168,66.67,2.88,0.599904,20.83,0.072289156626506,0.24,0.000864,0.36,0.00602409638554217,7.32,5.760108,78.69,0.183734939759036,FALSE,"D.Latéral",6.6119013929248,0,3,20,3,7,1,3,9,1,2,1,7,3,3,2,6,17,10,3,8,7,5,6,8,5,10,13,10,4,6,16,14,8,17,13,11,17,14,13,8,13,13,9,13,13,14,15,8,14,13,8,14,9,16,15,4,6,4,3,6,7,2,4,4,12,13,10,16,8,2,12,4,7,10,4,14,15,15,13,2
"2025/2026","Ligue 2 - J14","D. Ourega","Guingamp","LB, LW",21,0,"","France","France","unknown","non",0,0,13,745,0.0616107382550336,0.12,1.94771241830065,11.111,0,1.45,0.12,0,0.242198,3.99,3.022824,75,1.96078431372549,10.63,5.918784,55.68,5.32,1.08794,25,1.21,1.41666666666667,1.33,0.846412,63.64,0.17,6.77,5.32,3.627176,68.18,0.12,0.97,0.24,0,0.12,3.02,4.24,23.01,33.46,22.46839,67.15,8.94,4.22862,47.3,0.267184698147041,7.13,6.767796,94.92,0.213090257023311,11.36,7.613472,67.02,0.339509862522415,32,20.23,3.02,0.24,0.72,0.24,0.16,0,0,0,0,0,3.02,1.4496,48,4.71,1.328691,28.21,0.140765092647938,0.24,0.00348,1.45,0.00717274357441721,6.28,3.38178,53.85,0.18768679019725,FALSE,"D.Latéral",7.1291398898016,8,12,17,11,7,11,12,9,8,15,18,19,18,16,19,18,20,17,3,10,13,2,7,18,6,8,8,11,16,6,8,14,8,8,9,9,6,10,7,1,8,5,0,7,15,15,13,13,11,8,2,11,1,15,10,18,18,4,17,6,7,2,4,4,6,5,1,19,15,3,19,4,13,19,5,11,7,1,14,16
"2025/2026","Ligue 2 - J14","L. Mincarelli","Montpellier","LB",21,0,"2027-06-30","France","France, Italy","gauche","non",175,60,13,742,0.0169811320754717,0,0,0,0,0.49,0,0,0,1.33,0.846412,63.64,0,4.73,2.182895,46.15,1.94,0.7275,37.5,3.03,1.41666666666667,1.7,0.36431,25,0.51,9.95,6.55,4.73041,72.22,0.36,0.61,0.24,0,0,4.85,6.82,31.83,53.01,46.097496,86.96,21.95,17.82779,81.22,0.414072816449726,7.28,6.794424,93.33,0.137332578758725,16.62,15.892044,95.62,0.313525749858517,51.22,19.38,4.97,0,0.12,0.36,0.04,0,0,0,0,0,6.67,5.336,80,1.46,0.973382,66.67,0.0275419732126014,0.36,0.002628,0.73,0.0067911714770798,11.16,8.733816,78.26,0.210526315789474,FALSE,"D.Latéral",6.7693064226446,2,3,3,3,7,4,3,9,1,7,9,15,3,8,9,13,14,15,13,18,13,4,2,1,13,16,13,16,18,13,3,14,8,2,16,16,11,18,18,17,19,19,19,17,16,16,9,7,16,16,18,8,9,13,15,4,6,6,7,6,7,2,4,4,16,18,18,9,12,19,5,6,11,15,4,19,19,15,16,5
"2025/2026","National 1 - J13","F. Khatir","Dijon","LB",29,0,"","France","France","gauche","non",186,0,9,711,0,0,NA,0,0,0.76,0,0,0,0.76,0.633308,75,0,4.43,1.392349,31.43,3.8,1.39346,36.67,0.76,0,2.91,1.897902,65.22,0,8.23,5.19,3.797523,73.17,0,1.27,0.13,0,0.38,4.43,6.36,30.27,51.39,43.794558,85.22,17.59,13.66743,77.7,0.342284491146137,9.24,8.860236,95.89,0.17980151780502,17.47,15.064381,86.23,0.339949406499319,63.27,21.01,6.2,0.13,0.51,0.51,0.12,0.13,0,0.13,0.13,100,5.06,3.795,75,2.78,1.51649,54.55,0.054096127651294,0.51,0.005814,1.14,0.0099241097489784,10.51,8.357552,79.52,0.204514496983849,FALSE,"D.Latéral",6.9908366323522,0,3,20,3,7,7,3,9,1,5,7,19,3,7,5,3,19,19,13,6,1,10,14,19,1,12,8,12,19,1,12,7,8,16,14,15,10,18,18,15,17,17,17,12,19,19,15,10,16,15,12,11,17,16,17,15,16,9,14,18,7,8,13,19,12,14,16,15,16,15,9,9,15,18,6,19,19,16,16,13
"2025/2026","Ligue 2 - J14","T. Sainte-Luce","Montpellier","LB",27,1000000,"","France","France, Guadeloupe","gauche","non",176,69,11,677,0.19807976366322,0,0,0,0,1.73,0,0,0.132897,1.6,0.66672,41.67,0,3.86,0.798634,25,0.93,0,25,1.2,1.51851851851852,3.86,1.730438,44.83,0.41,8.11,7.31,4.252958,58.18,0.27,1.6,0.13,0.13,0.13,3.59,5.51,24.41,40.68,32.836896,80.72,19.28,13.827616,71.72,0.473942969518191,6.25,6.25,100,0.153638151425762,9.7,8.3711,86.3,0.238446411012783,41.67,17.23,4.79,0,0,0.66,0.04,0,0,0.13,0,0,3.86,2.262732,58.62,1.6,0.66672,41.67,0.0393313667649951,0.66,0,0,0.0162241887905605,7.58,5.98441,78.95,0.186332350049164,FALSE,"D.Latéral",6.5745211118118,14,3,3,3,7,12,3,9,5,9,7,3,3,6,3,0,9,1,3,10,17,14,13,10,12,12,15,14,7,11,16,7,20,9,11,12,6,14,14,11,18,17,13,19,13,14,19,8,8,9,12,1,4,6,15,4,1,11,7,6,7,8,4,4,9,8,5,9,9,7,7,11,2,1,9,14,16,15,14,1
"2025/2026","National 1 - J13","I. Diallo","Dijon","LB, RB",22,0,"2026-06-30","France","France","","non",0,0,8,644,0.040527950310559,0.14,3.4544061302682,12.5,0,0.56,0.14,0,0.42,3.21,2.233197,69.57,3.44827586206897,6.15,2.935395,47.73,2.24,0.56,25,4.33,0,4.61,2.654438,57.58,0,11.04,6.85,4.753215,69.39,0,1.26,0.14,0,0.14,6.29,9.12,40,48.49,39.824837,82.13,14.81,11.457016,77.36,0.305423798721386,8.11,7.690713,94.83,0.167250979583419,19.43,16.634023,85.61,0.400701175500103,54.29,21.19,4.89,0,0.14,0.7,0.04,0,0,0,0,0,6.15,4.332675,70.45,3.21,1.535343,47.83,0.0661992163332646,0.7,0.0049,0.7,0.0144359661785935,10.34,7.126328,68.92,0.213239843266653,FALSE,"D.Latéral",7.2915676879926,5,12,19,12,7,4,13,9,11,14,16,17,19,10,12,14,15,13,3,19,1,16,17,16,1,18,14,16,17,1,12,8,8,9,19,19,19,17,17,13,14,15,17,9,17,17,12,9,17,16,11,16,12,17,15,4,6,12,7,6,7,2,4,4,15,16,13,17,16,11,11,12,14,15,8,19,18,7,16,18
"2025/2026","National 1 - J13","T. Grippon","Villefranche","LB",25,0,"","France","France","","non",0,0,8,633,0.0028436018957346,0,0,0,0,0.43,0,0,0,1.28,0.711168,55.56,0,3.13,1.565,50,2.7,0.85266,31.58,1.56,1.36842105263158,3.84,1.99104,51.85,0.78,10.09,6.68,5.258496,75,0.57,0.71,0,0,0,4.27,5.84,40,34.69,23.599607,68.03,14.22,8.3898,59,0.409916402421447,4.27,4.127809,96.67,0.123090227731335,10.52,7.250384,68.92,0.30325742288844,53.19,23.68,6.68,0,0.43,0.28,0.03,0,0,0,0,0,6.11,3.268239,53.49,2.42,0.996556,41.18,0.0697607379648314,0.28,0.00238,0.85,0.00807149034303834,8.25,5.5473,67.24,0.23782069760738,FALSE,"D.Latéral",6.8299396595586,1,3,3,3,7,3,3,9,1,7,7,10,3,5,6,16,16,16,10,13,11,14,15,14,16,16,13,17,20,17,4,1,8,2,13,13,19,10,8,1,13,11,3,16,7,7,16,6,9,8,3,7,11,19,18,4,14,5,6,6,7,2,4,4,15,12,3,14,12,7,12,5,11,16,5,16,15,6,18,7
"2025/2026","Ligue 2 - J14","Y. Aradj","Laval","LB, LW",20,0,"","France","France","","non",0,0,9,584,0.038527397260274,0,0,0,0,0.31,0,0,0,1.7,0.77265,45.45,0,4.62,1.232154,26.67,2.62,1.078916,41.18,1.39,0,1.54,0.616,40,0,7.86,8.01,5.236938,65.38,0,1.54,0.62,0,0,2.62,3.52,26.45,33.44,23.886192,71.43,12.64,7.707872,60.98,0.37799043062201,7.71,7.0932,92,0.230562200956938,8.32,5.700864,68.52,0.248803827751196,27.27,17.21,3.39,0,0.31,0.15,0.12,0,0,0,0,0,3.85,1.694,44,3.24,0.925668,28.57,0.0968899521531101,0.15,0.00162,1.08,0.00448564593301435,6.32,4.315928,68.29,0.188995215311005,FALSE,"D.Latéral",6.6530895935972,5,3,3,3,7,2,3,9,1,9,8,4,3,8,5,1,16,17,15,11,1,3,5,8,1,11,17,17,14,1,15,20,8,2,7,7,8,10,8,3,12,10,4,14,16,16,7,15,6,5,2,2,1,6,11,4,11,2,14,6,7,2,4,4,9,6,1,17,11,3,16,2,9,17,3,11,11,7,14,2
"2025/2026","National 1 - J13","S. Luyambula Biwa","Orléans","LB, RB",23,0,"","France","France","droite","non",172,64,9,577,0.0109185441941075,0.16,14.6539682539683,33.333,0,1.09,0.16,0,0.156651,3.43,1.558935,45.45,14.2857142857143,7.8,3.276,42,3.43,1.558935,45.45,4.06,0,1.72,0.469044,27.27,0,4.52,4.68,2.027844,43.33,0,0.94,0,0,0,2.5,3.45,9.2,36.19,30.262078,83.62,7.02,4.680234,66.67,0.193976236529428,9.51,9.354036,98.36,0.262779773418071,13.41,11.539305,86.05,0.370544349267754,66.67,16.86,0.94,0.31,0.62,0.31,0.19,0,0.16,0,0,0,2.34,1.872,80,2.81,1.717191,61.11,0.0776457584968223,0.31,0.004836,1.56,0.00856590218292346,4.84,3.590796,74.19,0.133738601823708,FALSE,"D.Latéral",6.9837348936334,2,13,19,19,7,9,14,9,6,14,13,4,20,12,13,10,18,19,16,19,1,4,3,3,1,4,6,3,1,1,7,1,8,2,7,7,1,11,12,14,6,6,8,2,19,19,19,17,13,13,12,14,18,5,3,19,17,5,18,6,20,2,4,4,5,6,18,15,17,18,13,5,14,19,5,8,8,12,6,13
"2025/2026","National 1 - J13","A. El Hriti","Châteauroux","LB, LCB",36,100000,"","France","France, Morocco","gauche","non",179,82,12,538,0,0,NA,0,0,0,0,0,0,0.17,0,25,0,1.17,0.668538,57.14,1.51,0.838956,55.56,1.34,0,2.84,1.002236,35.29,0,4.18,2.51,1.506,60,0,1,0,0,0.17,2.68,4.21,34.87,52.7,42.49201,80.63,26.26,19.23545,73.25,0.498292220113852,3.01,3.01,100,0.0571157495256167,17.73,15.221205,85.85,0.336432637571157,48.57,22.37,11.71,0,0,0,0.09,0,0,0,0,0,10.2,6.52086,63.93,3.18,0.836976,26.32,0.0603415559772296,0,0,0.67,0,15.56,11.377472,73.12,0.295256166982922,FALSE,"D.Latéral",6.6801548611816,0,3,20,3,7,0,3,9,1,1,0,0,3,1,2,18,12,16,19,11,1,10,8,6,1,3,1,1,9,1,8,1,8,10,7,9,14,18,17,11,20,20,14,19,3,4,19,2,16,16,11,11,7,18,20,4,1,0,12,6,7,2,4,4,20,19,8,17,11,2,10,0,2,14,0,20,20,11,20,3
